     1 Ceres (A801 AA),Sun,2000001,2.766043062222408,0.07850100198908602,10.58769305845201,73.63703979153577,80.26859547732911,2022-01-21
     2 Pallas (A802 FA),Sun,2000002,2.771106902928865,0.2299929747687532,34.92530406170701,310.6972463341365,172.9165736574882,2022-01-21
     3 Juno (A804 RA),Sun,2000003,2.668791059751319,0.2568870166298396,12.99185560672982,247.94172671922,169.8477985654759,2022-01-21
     4 Vesta (A807 FA),Sun,2000004,2.361266458114362,0.08823417531213737,7.141717168552266,151.0909385501822,103.8039247181175,2022-01-21
     5 Astraea (A845 XA),Sun,2000005,2.575176611735984,0.1900993646252222,5.367623278277575,358.740390523159,141.5703596478136,2022-01-21
     6 Hebe (A847 NA),Sun,2000006,2.425665729661488,0.2030615094946238,14.73872611402386,239.5054675619459,138.6409661095046,2022-01-21
     7 Iris (A847 PA),Sun,2000007,2.386616126621847,0.229499240839258,5.517679478972706,145.3435467368763,259.5255303399714,2022-01-21
     8 Flora (A847 UA),Sun,2000008,2.201731917000239,0.1560671895543762,5.888718854660739,285.550217948884,110.8725135227922,2022-01-21
     9 Metis (A848 HA),Sun,2000009,2.385292094865194,0.1235614183152411,5.576954456167946,6.164225875417267,68.89957834381494,2022-01-21
    10 Hygiea (A849 GA),Sun,2000010,3.141867559443737,0.1116259802135119,3.830928946039177,312.4933109625234,283.1841896503635,2022-01-21
    11 Parthenope (A850 JA),Sun,2000011,2.453281434218857,0.09954681584276168,4.631648579839333,195.5982427316793,125.5282857946968,2022-01-21
    12 Victoria (A850 RA),Sun,2000012,2.333780858872553,0.2207425439409018,8.373330916927019,69.66955406646537,235.3687808313026,2022-01-21
    13 Egeria (A850 VA),Sun,2000013,2.5765834793661,0.08544363398908826,16.53450108425175,80.147076835,43.20672887269497,2022-01-21
    14 Irene (A851 KA),Sun,2000014,2.585917576693761,0.1658787972308451,9.120815541948362,97.7134933023582,86.1160105159269,2022-01-21
    15 Eunomia (A851 OA),Sun,2000015,2.644075438227971,0.186625341880153,11.7519994473218,98.6316854649828,292.9260979758615,2022-01-21
    16 Psyche (A852 FA),Sun,2000016,2.924484673106921,0.133926624302819,3.096838401342779,229.2198026799181,150.03217634,2022-01-21
    17 Thetis (A852 HA),Sun,2000017,2.470618680650175,0.1328600347825659,5.59276498084833,135.8067404153157,125.5428181102481,2022-01-21
    18 Melpomene (A852 MA),Sun,2000018,2.295788851021333,0.2179092007601661,10.13249542541304,228.1192398098291,150.3617291692099,2022-01-21
    19 Fortuna (A852 QA),Sun,2000019,2.442903996734319,0.1570178889959524,1.572758092336951,182.4721387125043,211.0442242245403,2022-01-21
    20 Massalia (A852 SA),Sun,2000020,2.408812631459378,0.1430641290446565,0.7088016001611602,257.5592188858453,205.9738819076495,2022-01-21
