RA,DEC,obs_time
0.009425505181291044,0.016913210079187273,2022-05-13 02:54:58.221
0.009435686268594345,0.016908361942376177,2022-05-13 02:59:58.221
0.009446594576419309,0.016903998619246192,2022-05-13 03:04:58.221
0.009457502884244273,0.016899635296116204,2022-05-13 03:09:58.221
0.009467683971547574,0.01689527197298622,2022-05-13 03:14:58.221
0.009478592279372538,0.016890908649856234,2022-05-13 03:19:58.221
0.009489500587197502,0.016886545326726246,2022-05-13 03:24:58.221
0.009499681674500802,0.016881697189915154,2022-05-13 03:29:58.221
0.009510589982325767,0.016877333866785166,2022-05-13 03:34:58.221
0.009521498290150733,0.01687297054365518,2022-05-13 03:39:58.221
0.009531679377454031,0.016868607220525193,2022-05-13 03:44:58.221
0.009542587685278997,0.016864243897395208,2022-05-13 03:49:58.221
0.00955349599310396,0.016859395760584116,2022-05-13 03:54:58.221
0.009563677080407262,0.016855032437454127,2022-05-13 03:59:58.221
0.009574585388232226,0.016850669114324143,2022-05-13 04:04:58.221
0.00958549369605719,0.016846305791194158,2022-05-13 04:09:58.221
0.009596402003882154,0.01684194246806417,2022-05-13 04:14:58.221
0.009606583091185455,0.016837579144934185,2022-05-13 04:19:58.221
0.009617491399010419,0.01683273100812309,2022-05-13 04:24:58.221
0.009628399706835385,0.0168283676849931,2022-05-13 04:29:58.221
0.009639308014660349,0.016824004361863116,2022-05-13 04:34:58.221
0.00964948910196365,0.01681964103873313,2022-05-13 04:39:58.221
0.009660397409788614,0.016815277715603146,2022-05-13 04:44:58.221
0.009671305717613578,0.016810914392473158,2022-05-13 04:49:58.221
0.009682214025438543,0.016806066255662066,2022-05-13 04:54:58.221
0.009692395112741843,0.016801702932532078,2022-05-13 04:59:58.221
0.009703303420566809,0.016797339609402093,2022-05-13 05:04:58.221
0.009714211728391773,0.016792976286272108,2022-05-13 05:09:58.221
0.009725120036216736,0.01678861296314212,2022-05-13 05:14:58.221
0.009735301123520038,0.016783764826331024,2022-05-13 05:19:58.221
0.009746209431345002,0.01677940150320104,2022-05-13 05:24:58.221
0.009757117739169966,0.016775038180071054,2022-05-13 05:29:58.221
0.009768026046994931,0.016770674856941066,2022-05-13 05:34:58.221
0.009778207134298231,0.01676631153381108,2022-05-13 05:39:58.221
0.009789115442123197,0.016761948210681096,2022-05-13 05:44:58.221
0.00980002374994816,0.01675710007387,2022-05-13 05:49:58.221
0.009810932057773124,0.016752736750740016,2022-05-13 05:54:58.221
0.009821840365598088,0.01674837342761003,2022-05-13 05:59:58.221
0.00983202145290139,0.016744010104480043,2022-05-13 06:04:58.221
0.009842929760726354,0.016739646781350058,2022-05-13 06:09:58.221
0.00985383806855132,0.016735283458220073,2022-05-13 06:14:58.221
0.009864746376376283,0.016730435321408978,2022-05-13 06:19:58.221
0.009875654684201247,0.01672607199827899,2022-05-13 06:24:58.221
0.009885835771504549,0.016721708675149004,2022-05-13 06:29:58.221
0.009896744079329512,0.01671734535201902,2022-05-13 06:34:58.221
